time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-03-01T00:08:37.823Z,37.2306,142.0157,40.69,4.4,mb,,126,3.098,1.03,us,us6000876d,2020-05-19T22:14:14.040Z,"94 km ESE of Namie, Japan",earthquake,8.2,4.1,0.095,32,reviewed,us,us
2020-03-01T00:10:31.140Z,17.9001,-66.6955,5,2.84,md,9,213,0.1683,0.23,pr,pr2020061000,2020-05-19T22:14:14.040Z,"10 km SSE of Tallaboa, Puerto Rico",earthquake,1.19,0.74,0.22,6,reviewed,pr,pr
2020-03-01T00:20:22.850Z,19.2176666,-155.4263306,32.3,1.97,md,28,148,0.03364,0.11,hv,hv71406442,2020-03-01T00:23:32.020Z,"5 km ENE of P?hala, Hawaii",earthquake,0.79,0.65,0.03,4,automatic,hv,hv
2020-03-01T00:20:44.579Z,61.2461,-146.7834,14.9,1.1,ml,,,,0.71,ak,ak0202svwjvt,2020-03-09T20:28:02.801Z,"26 km WNW of Valdez, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-03-01T00:24:05.290Z,17.8331,-66.8263,6,2.59,md,7,247,0.1515,0.12,pr,pr2020061001,2020-03-01T00:34:58.233Z,"17 km SSE of Maria Antonia, Puerto Rico",earthquake,1.2,0.67,0,1,reviewed,pr,pr
2020-03-01T00:32:16.130Z,17.8618,-66.8906,13,2.92,md,9,249,0.1139,0.11,pr,pr2020061002,2020-03-01T02:02:06.629Z,"12 km S of Guánica, Puerto Rico",earthquake,1.15,0.51,0.19,4,reviewed,pr,pr
2020-03-01T00:37:47.726Z,60.8982,-151.4728,64,1.3,ml,,,,0.3,ak,ak0202sw07as,2020-03-09T20:27:05.365Z,"25 km NNW of Nikiski, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-03-01T00:38:43.970Z,19.2159996,-155.4329987,32.73,1.81,md,27,144,0.06626,0.12,hv,hv71406462,2020-03-01T00:41:55.460Z,"5 km ENE of P?hala, Hawaii",earthquake,0.79,1.11,0.04,3,automatic,hv,hv
2020-03-01T00:45:49.040Z,62.145,-150.4014,14.8,1.2,ml,,,,0.65,ak,ak0202sw1x30,2020-03-09T20:27:06.186Z,"21 km SSW of Trapper Creek, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-03-01T00:51:02.061Z,-4.4746,125.3471,469.53,4,mb,,62,5.354,0.67,us,us60008b13,2020-05-19T22:14:30.040Z,"Banda Sea",earthquake,13.7,14.5,0.212,6,reviewed,us,us
2020-03-01T00:54:53.950Z,37.64,-122.491,8.48,1.07,md,11,167,0.01314,0.02,nc,nc73348400,2020-03-05T03:01:04.116Z,"3km N of Pacifica, CA",earthquake,0.45,0.38,0.14,7,reviewed,nc,nc
2020-03-01T01:06:08.240Z,37.4916667,-118.6913333,2.01,1.31,md,6,182,0.1471,0.02,nc,nc73348405,2020-03-03T19:22:03.057Z,"8km S of Toms Place, CA",earthquake,0.56,31.61,0.36,6,reviewed,nc,nc
2020-03-01T01:13:11.060Z,44.8081667,-111.5456667,11.28,1.12,ml,13,113,0.085,0.15,mb,mb80383479,2020-03-01T14:20:39.800Z,"28 km W of Hebgen Lake Estates, Montana",earthquake,0.52,0.69,0.094,5,reviewed,mb,mb
2020-03-01T01:14:35.694Z,63.4681,-147.6512,2.2,1.3,ml,,,,0.37,ak,ak0202swgoir,2020-03-09T20:27:06.958Z,"65 km E of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-03-01T01:16:16.603Z,59.6759,-153.2813,100.2,2,ml,,,,0.45,ak,ak0202swh2up,2020-03-09T20:27:07.749Z,"48 km ESE of Pedro Bay, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-03-01T01:20:28.651Z,8.2584,-39.3296,10,4.7,mb,,105,13.589,0.29,us,us60008b15,2020-05-19T22:14:30.040Z,"central Mid-Atlantic Ridge",earthquake,8.7,1.9,0.195,8,reviewed,us,us
2020-03-01T01:20:34.458Z,66.2115,-157.1709,6.2,1.4,ml,,,,0.26,ak,ak0202swhyoj,2020-03-09T20:27:08.640Z,"67 km NNW of Huslia, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-03-01T01:24:02.210Z,17.8881,-66.841,11,2.81,md,9,236,0.095,0.1,pr,pr2020061003,2020-05-19T22:14:14.040Z,"11 km SSE of Maria Antonia, Puerto Rico",earthquake,0.89,0.58,0.21,4,reviewed,pr,pr
2020-03-01T01:31:21.074Z,66.5486,-170.6557,20.4,2.3,ml,,,,0.49,ak,ak0202swkajv,2020-03-09T20:28:03.507Z,"108 km N of Lavrentiya, Russia",earthquake,,2,,,reviewed,ak,ak
2020-03-01T01:35:16.556Z,61.554,-149.9739,45.7,1.2,ml,,,,0.56,ak,ak0202swl50x,2020-03-09T20:27:09.422Z,"3 km NNW of Big Lake, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-03-01T01:38:31.643Z,62.6444,-151.9879,5.1,2.1,ml,,,,0.56,ak,ak0202swltcc,2020-03-09T20:27:10.238Z,"64 km WNW of Petersville, Alaska",earthquake,,0.2,,,reviewed,ak,ak
